income,debt_ratio,employment_stability,credit_score_proxy,zip_proxy,protected_group,default
21373.072113696177,0.4010440904110372,0.6166939837016879,-1.0830131710322832,-0.7088887886850217,0,0
59506.62033323083,0.24133884369933822,0.8100497668197975,1.3398029978979062,-0.47296999796880645,0,0
55430.77100771185,0.22270377297526958,0.4744071719358266,0.8649870907750672,0.1526994674559042,0,1
43788.851224651204,0.3561260424335452,0.4619789097990376,0.0108605769869633,0.8864534349510493,0,0
30261.39633914038,0.327533070002798,0.5232130829674402,-2.09455711297551,-0.17787421450131774,0,0
64841.6605825512,0.3050699449043036,0.7076897717818946,2.3364738506445915,0.8927003698777085,1,0
84698.69901204684,0.2852660284730156,0.641759003614319,0.3780271388991004,1.272976736070902,1,1
85286.87226794391,0.3159602803447311,0.9216350197256465,0.8052033502903823,0.23298938861643692,0,0
30658.125464968198,0.4049682810803568,0.6915897000121745,-0.7927970885102151,-0.4861290394165698,0,0
49318.23943351279,0.27513544625981484,0.26579866471175906,-1.4734353883239173,0.0614006323190974,0,0
57252.67531837139,0.38776595939451697,0.5307161588676782,-0.19445829956092614,1.4549514025709802,1,0
62846.02735014109,0.37005849196230794,0.45601642176705964,-0.1754142297913439,1.1656092629399555,1,1
35752.371630478374,0.24511774243631035,0.392785843834224,-0.34530660401692037,0.4468434657625645,0,1
77191.17179386748,0.34646747977394454,0.20535008435187985,-0.04505481068125383,1.0553066463443754,1,0
62746.03710543512,0.2869816215846186,0.6151248595734692,0.1702749900793487,-0.11719576536237204,0,0
27139.001441582666,0.31075899339696117,0.7105554693476995,-1.1727268608207655,1.1807969012471586,1,1
81667.75751489741,0.3840661045045288,0.6764487249895115,2.314295602821778,-0.22718810173854714,0,0
36283.11868933923,0.43173134630989907,0.6319209886111816,-0.21643076484210455,0.4332424599189686,0,1
49813.951493323664,0.2583366962928422,0.6145396818122123,-1.0428419988555098,-0.24149214053837356,0,0
50364.70784047051,0.206762831682187,0.3349043115126128,-0.620272705877246,0.11287648930314305,0,0
47214.647910202635,0.44936011727834735,0.47863463433168035,-0.20259857458318037,-0.16636870922977165,0,0
73041.7106881547,0.2503884362171664,0.7690456143340183,0.9888965329609077,0.2729164542818818,0,0
65492.87398436173,0.2880640177985595,0.6519417921393773,-0.39893561085018736,0.7522135415282332,0,0
48945.42952060885,0.251991046171855,0.482095356404722,-0.6595167728997716,-0.775398308588263,0,1
121273.6761758087,0.36932582478495457,0.9156807201399318,2.8984710483580933,0.07730576709276528,0,0
67427.40143842746,0.161348050987732,0.38533816732475373,-0.7296618374673108,-1.0285036249578285,0,0
50232.56502780013,0.16672529991634344,0.6927903450596108,-0.21084236611767354,-0.3143744828880952,0,0
41002.69845976515,0.25882072787181204,0.5377473356187582,-1.21704964633036,0.629424627404524,0,0
65741.36838933847,0.2816831733901004,0.61909113410795,-0.6379748462276114,-1.3191185853873657,0,0
62927.34592499265,0.30395861743022257,0.6205895416832444,-0.08663650366720932,0.39116754275053367,0,1
27521.210576139376,0.3833916625189009,0.7753666703597368,-0.36354908280888387,-0.5087127567692219,0,0
51740.05724804034,0.3170751625302051,0.7321804047010558,0.025477592478025335,0.6225821459071597,1,0
53940.87747065715,0.3087487022967442,0.33753940915725433,1.8878592226151467,1.1892874743584647,1,1
13167.577992924944,0.21048218758907614,0.32524669827781344,-1.2493438146879225,0.4460512377872543,0,0
49012.57210933442,0.27614220937404044,0.8648263872173522,1.0680550144309318,0.5613407245867164,0,0
34820.782399681295,0.34364945649992057,0.5892994902110265,-1.7709845469247254,0.6594841973882992,1,0
41846.66435752144,0.30110034380858286,0.45158138109029805,-1.173372921696977,1.2410981216066752,0,1
79934.37066928895,0.3251246698959908,0.6767186435145144,2.393711672356839,0.004614755417583182,0,0
76365.33461384944,0.4730458874596426,0.8741932858545524,0.95078296924525,0.22221880301818464,1,0
51499.169119084,0.47956883551934854,0.5407530627895326,-0.783051083962087,-0.6050992482474147,0,0
66252.40876495029,0.4437875999778052,0.5280698839620118,-0.4290815233682962,-0.162846372001525,0,0
56454.999822925456,0.26939119472068673,0.3055389087103776,-1.6077114971075352,0.19181762418064258,0,0
